type,alcool,sulphites,pH,densite,chlorure,sucre_residuel,acide_citrique,acidite_volatile,acidite_non_volatile,dioxyde_souffre_total,dioxyde_souffre_libre,qualite
NA,9.8,0.97,3.3,0.9932,0.047,1.2,0.4,0.13,7.1,134,54,7
NA,9.3,0.65,3.22,0.99774,0.082,1.9,0.23,0.45,10.1,18,10,6
NA,8.7,0.39,3.32,0.9998,0.046,17.8,0.41,0.24,7.1,145,39,5
NA,10.9,0.46,3.15,NA,0.058,9.9,0.24,0.29,7.5,115,25,5
NA,12.7,0.98,2.96,NA,0.034,2.1,0.36,0.33,8.8,125,19,6
NA,9.8,0.46,3.29,0.99556,0.05,8.9,0.29,0.22,7,90,24,6
NA,12.75,0.58,3.26,0.98963,0.026,3.9,0.3,0.28,5.8,105,36,6
NA,11,0.54,3.22,0.99368,0.03,NA,0.41,0.23,6.9,114,30,6
rouge,9.4,0.54,2.98,1.0006,0.081,2.7,0.55,0.38,13.2,16,5,5
NA,11.4,0.44,2.99,0.99362,0.02,NA,0.3,0.32,7.2,104,14,6
NA,12.6,0.4,2.96,0.9917,0.024,NA,0.44,0.33,8.8,87,9,7
blanc,NA,0.45,3.1,0.99896,0.047,17.8,0.24,0.28,6,111,42,6
NA,9.7,0.8,3.67,0.9993,0.094,2.3,0.02,0.65,7.2,31,5,5
NA,NA,0.58,3.26,0.98945,0.036,1.9,0.33,0.22,5.7,110,37,6
blanc,11.4,0.38,3.08,NA,0.043,1,0.37,0.25,7.8,80,10,5
NA,9.9,0.62,3.17,0.9944,0.037,6.4,0.16,0.36,6.1,198,36,6
blanc,9.4,0.59,3.06,0.9983,0.042,NA,0.48,0.31,7.4,204,62,5
blanc,10.9,0.87,3.09,0.99234,0.045,NA,0.42,0.21,6.8,126,24,6
blanc,9,0.54,3.04,0.99835,0.051,NA,0.3,0.23,6.6,118,33,6
rouge,10.8,0.6,3.42,0.9975,0.086,NA,0.14,0.6,7.8,15,3,6
blanc,9,0.51,3.15,0.9978,0.044,15,0.58,0.36,6.1,115,42,5
NA,10.9,0.87,3.33,0.99724,0.066,1.9,0.48,0.26,10.4,10,6,6
blanc,NA,0.56,3.21,0.9932,0.063,1.5,0.05,0.41,6,120,17,6
blanc,NA,0.5,3.06,0.99904,0.05,18.15,0.22,0.26,6.6,139,23,5
rouge,9.1,1.06,3.09,0.99656,0.415,1.7,0.68,0.48,7.8,32,14,6
blanc,9.5,0.46,3.27,0.9928,0.047,1.3,0.27,0.1,5.7,100,21,5
NA,10.3,0.45,3.15,0.9923,0.043,2.1,0.5,0.17,6.7,122,27,6
NA,NA,0.45,3.22,0.992,0.029,8.3,0.19,0.47,6.2,142,24,6
rouge,9.9,0.49,3.3,NA,0.08,2.1,0.22,0.6,8,105,25,5
NA,NA,0.4,3.42,0.9962,0.043,8.8,0.34,0.11,6.7,113,41,7
NA,11.4,0.45,3.25,0.99105,0.04,1.6,0.2,0.14,5.9,114,26,6
NA,9.4,0.4,3.1,0.99478,0.208,6.6,0.3,0.28,6.3,154,60,6
NA,10.4,0.63,3.22,NA,0.03,1.7,0.35,0.27,8.1,103,38,8
NA,9.6,0.44,3.3,NA,0.075,1.8,0.05,0.955,8.8,19,5,4
NA,10.2,0.5,3.45,0.9937,0.042,1.8,0.5,0.29,7.4,127,35,7
blanc,12.7,0.53,3.15,NA,0.021,1.4,0.32,0.48,6.7,121,22,7
NA,10.7,0.42,3.03,0.9943,0.051,NA,0.23,0.32,6.5,138,20,5
blanc,9.7,0.39,3.4,NA,0.05,5.3,0.3,0.15,6.8,127,40,6
blanc,9,0.35,2.86,NA,0.05,4.5,0.12,0.48,7,86,23,5
NA,12.4,0.31,3.15,0.99007,0.016,5,0.42,0.38,6.1,113,31,7
NA,11.2,0.62,3.22,0.9996,0.1,NA,0.74,0.5,11.2,17,5,5
NA,12,0.66,3.16,0.99026,0.04,1.4,0.32,0.17,6.8,106,35,5
blanc,12.2,0.44,3.4,NA,0.036,1.9,0.34,0.235,6.2,117,4,5
blanc,9.8,0.48,3.15,0.99442,0.04,7.3,0.2,0.27,5.8,145,42,5
NA,NA,0.77,3.49,0.9949,0.038,2.1,0.35,0.2,7.4,116,30,7
NA,9.4,0.51,3.2,0.99584,0.046,8.2,0.44,0.26,6.8,183,52,5
blanc,13.1,0.34,3.48,0.98816,0.024,2.8,0.1,0.46,4.4,111,31,6
NA,10,0.36,2.83,0.99272,0.028,1.1,0.3,0.18,8.5,95,34,4
NA,9.7,0.54,3.29,0.998,0.078,1.6,0.04,0.765,9.1,14,4,4
NA,10.5,0.48,3.35,0.9949,0.036,11.4,0.29,0.27,5.9,115,31,8
NA,10.2,0.59,2.96,0.99358,0.041,NA,0.62,0.21,6.8,113,7,5
NA,NA,0.63,3.02,0.997,0.043,11.9,0.56,0.26,6.8,226,64,5
NA,11.1,0.83,3.33,0.99692,0.088,2.2,0.21,0.5,8.9,39,21,6
blanc,11,0.6,3.48,0.99158,0.047,1.1,0.26,0.2,6.2,119,42,7
NA,10.4,0.67,3.6,NA,0.049,1.6,0.31,0.18,6.4,127,36,7
blanc,NA,0.49,3.76,0.9908,0.042,1,0.29,0.145,4.7,90,35,6
NA,10.4,0.51,3.32,0.9919,0.037,NA,0.28,0.31,6.4,119,12,7
NA,NA,0.47,3.35,0.9922,0.028,7.1,0.36,0.23,7,104,31,8
NA,10.6,0.72,3.2,NA,0.038,1.1,0.49,0.14,7.3,99,28,6
NA,10,0.43,3.17,0.99535,0.041,7.5,0.27,0.38,7.4,160,24,5
NA,9.8,0.63,3.11,0.99356,0.271,1.6,0.2,0.36,7.1,140,24,5
NA,NA,0.29,3.11,0.99687,0.038,11.95,0.55,0.35,6.9,111,22,5
blanc,9.6,0.44,3.18,0.99481,0.047,6.3,0.52,0.34,6.3,186,63,5
NA,NA,0.3,3.1,0.9943,0.037,8.1,0.49,0.3,8.1,174,26,7
NA,NA,0.6,3.18,0.9916,0.036,1.2,0.33,0.31,5.8,99,23,6
rouge,10.5,0.47,3.34,0.99532,0.083,NA,0.21,1.18,8,41,14,5
NA,NA,0.62,3.29,0.991,0.029,4.7,0.46,0.34,6.1,94,21,6
NA,9.8,0.51,3.19,0.99626,0.032,10.1,0.33,0.24,6.6,81,8,6
blanc,8.9,0.53,3.04,NA,0.045,12.1,0.5,0.3,6.7,127,38,6
NA,9,0.47,2.86,0.99786,0.088,11.8,0.46,0.35,7.7,183,61,5
NA,12.9,0.32,3.18,0.9906,0.038,2,0.4,0.38,7.7,152,28,6
NA,9.5,0.57,3.09,0.993,0.061,1.1,0.72,0.33,6.5,151,7,4
rouge,10.8,0.78,3.3,0.99588,0.081,NA,0.63,0.3,8,29,16,6
NA,10.7,0.51,3.23,0.99565,0.032,13.15,0.18,0.43,6.5,131,25,5
NA,NA,0.37,3.36,0.9988,0.055,13.8,0.46,0.34,8.7,198,68,6
blanc,10.2,0.38,3.17,NA,0.04,7,0.26,0.29,6.5,113,18,6
blanc,11.2,0.49,3.55,0.992,0.027,NA,0.45,0.24,5.2,128,21,8
NA,10.5,0.48,3.19,NA,0.04,2.2,0.28,0.22,6.2,125,24,6
NA,10.3,0.46,3.37,0.9969,0.086,1.9,0.03,0.645,7.6,57,14,5
NA,9.1,0.49,3.36,0.9988,0.098,2.2,0.29,0.6,8.8,15,5,5
NA,9.4,0.41,3.4,NA,0.054,9.6,0.32,0.12,7.1,162,64,5
NA,8.8,0.53,3.08,0.9985,0.049,NA,0.31,0.24,7.5,217,46,5
NA,11,0.46,3.08,NA,0.059,6.9,0.37,0.17,7.2,128,47,7
NA,10.9,0.69,3.39,0.99225,0.033,NA,0.3,0.24,5.9,92,28,7
NA,11.4,0.52,3.15,0.99305,0.034,NA,0.31,0.19,7.2,103,17,7
NA,NA,0.48,3.32,0.9962,0.088,2.1,0.23,0.67,7.7,96,17,5
NA,9.6,0.5,3.2,NA,0.05,13.2,0.32,0.54,6.9,236,53,5
NA,8.9,0.46,3.09,0.9976,0.047,NA,0.2,0.33,5.8,166,26,5
NA,9.8,0.51,3.14,0.9976,0.063,NA,0.49,0.31,10.6,40,18,6
NA,11.6,0.59,3.29,0.9913,0.028,1.6,0.37,0.22,6.7,102,24,7
NA,NA,0.45,3.3,0.992,0.027,1.5,0.37,0.18,6.8,93,37,6
NA,9.5,0.48,3.19,0.99558,0.052,NA,0.49,0.26,6.7,197,48,5
blanc,10,0.6,2.96,NA,0.04,15.15,0.41,0.26,7.9,216,38,6
blanc,9.4,0.45,2.93,NA,0.184,4.4,0.14,0.2,6.6,168,35,6
NA,9.5,0.48,3.31,0.9961,0.084,NA,0.22,0.69,7.7,94,18,5
NA,9.7,0.51,3.46,0.9928,0.025,1.5,0.37,0.16,6,117,43,6
NA,NA,0.51,3.41,0.9924,0.046,1.6,0.27,0.27,6,113,32,7
NA,NA,0.47,3.33,0.9961,0.08,2,0.21,0.38,7.3,35,7,5
NA,NA,0.43,2.94,0.99971,0.05,17.55,0.28,0.17,7.2,154,33,7
NA,12.2,0.34,3.3,NA,0.031,1.8,0.37,0.24,6.3,61,6,4
blanc,11.8,0.51,3.28,NA,0.028,6.2,0.52,0.28,6,104,37,7
NA,9.7,0.34,3.29,0.9952,0.059,6.85,0.31,0.16,7.4,131,31,5
NA,11.7,0.46,3.34,NA,0.031,10.5,0.38,0.31,5.3,140,53,6
NA,12.4,0.42,3.29,0.9898,0.036,1.5,0.24,0.32,6.1,124,38,7
NA,11.3,0.43,3.24,NA,0.04,4.2,0.32,0.17,6.3,117,37,6
NA,9.4,0.54,3.16,0.99548,0.049,7.6,0.51,0.27,6.3,200,35,4
NA,12,0.7,3.34,0.991,0.028,1.9,0.33,0.08,6.5,93,23,7
NA,10,0.52,3.17,NA,0.059,11.8,0.34,0.33,8.6,240,42,6
NA,9.4,0.63,3.4,0.9956,0.069,NA,0.04,0.52,6.6,15,8,6
blanc,10.8,0.5,3.47,NA,0.034,1.7,0.25,0.32,6.1,136,37,7
NA,8.7,0.39,3.28,0.9997,0.042,18.15,0.49,0.21,6.6,158,41,6
NA,10.5,0.49,3.59,0.99511,0.039,6,0.24,0.1,6.3,107,25,7
NA,10.9,0.45,3.11,0.99469,0.039,NA,0.28,0.18,6.7,115,29,7
NA,11.4,0.39,3.3,0.9908,0.027,1,0.33,0.16,6.5,75,23,7
NA,11.9,0.76,3.41,0.99552,0.075,1.8,0.45,0.12,8.9,21,10,7
NA,NA,0.54,3.36,0.99538,0.084,1.7,0.02,0.51,7.5,31,13,6
blanc,13.1,0.58,3.23,NA,0.039,4.9,0.38,0.3,5.8,86,22,7
NA,9,0.5,3.14,0.99911,0.051,19.3,0.29,0.28,6,174,36,5
NA,9.4,0.36,3.36,0.9954,0.053,5.9,0.49,0.14,7,118,22,6
NA,NA,0.56,3.08,0.99588,0.051,11.5,0.24,0.46,6.5,171,56,6
NA,9.4,0.43,3.15,0.99918,0.092,2.5,0.45,0.35,10,88,20,5
NA,10.3,0.58,3.47,0.99787,0.039,10.8,0.26,0.26,7,184,37,7
NA,10.6,0.78,3.52,0.99496,0.066,1.9,0.05,0.64,6,17,9,5
NA,NA,0.54,3.03,0.9971,0.07,9.9,0.2,0.6,7.2,174,21,5
blanc,9.3,0.42,3.18,NA,0.045,4.3,0.29,0.19,6.2,126,33,6
NA,9.2,0.45,3.09,NA,0.114,3.3,0.39,0.32,5.9,140,24,6
NA,11.4,0.5,3.21,0.99048,0.041,NA,0.33,0.29,7,117,20,5
rouge,NA,0.57,3.35,0.9987,0.084,2.6,0.49,0.45,9,75,21,5
NA,10.4,0.44,3.34,0.9945,0.042,6.4,0.49,0.12,6.4,161,49,6
NA,10.5,0.63,3.07,0.9966,0.09,2.2,0.31,0.4,9.4,62,13,6
rouge,9.5,0.49,3.16,1.0004,0.091,2.3,0.63,0.39,12.3,18,6,5
NA,9.4,0.62,3.39,0.9991,0.071,2.3,0.45,0.54,9.9,40,16,5
NA,9.5,0.66,3.16,NA,0.041,17.5,0.58,0.29,7.6,225,51,6
blanc,11.2,0.55,3.1,0.99304,0.05,6.5,0.23,0.38,7.3,102,18,4
NA,9.5,0.44,3.19,0.997,0.051,NA,0.31,0.18,7.5,94,24,7
blanc,NA,0.43,2.96,0.99965,0.047,18.2,1,0.345,8.2,205,55,5
NA,11.1,0.35,3.23,0.99138,0.062,NA,0.27,0.29,5.8,140,17,6
NA,8.9,0.55,3.09,NA,0.052,8.5,0.28,0.28,6.6,211,55,6
blanc,NA,0.52,3.28,0.99642,0.037,10,0.15,0.56,6.6,157,38,5
NA,NA,0.57,2.99,0.9954,0.035,12.3,0.3,0.24,7,172,72,6
NA,9.4,0.56,3.2,0.997,0.081,3,0.36,0.38,8.6,119,30,5
NA,NA,0.88,3.54,0.99182,0.048,2.2,0.11,0.47,5.3,89,16,7
NA,11.4,0.57,3.2,NA,0.042,2.2,0.28,0.3,7,177,21,5
blanc,9.9,0.46,3.18,0.99272,0.054,1.2,0.23,0.32,6.5,208,39,6
NA,9.8,0.63,3.17,NA,0.036,6.3,0.14,0.37,5.9,185,34,5
NA,9.4,0.45,3.4,0.99985,0.039,16.7,0.3,0.27,6.1,172,49,5
NA,NA,0.65,3.06,0.994,0.047,1.6,0.42,0.19,8.4,101,9,4
NA,9.6,0.5,3.23,0.9978,0.042,NA,0.35,0.28,6.5,195,55,6
NA,10.1,0.61,3.31,0.9971,0.092,2.7,0.49,0.29,7.6,60,25,6
rouge,9.3,0.59,3.26,0.9967,0.108,NA,0.24,0.73,7.3,102,18,5
NA,8.7,0.35,3.11,0.9931,0.06,1.2,0.07,0.67,6,108,9,4
blanc,NA,0.43,3.19,0.9936,0.048,1.2,0.28,0.2,6.9,159,36,6
NA,12.7,0.5,3.35,NA,0.033,1.8,0.31,0.21,5.9,142,45,6
NA,10.2,0.75,3.34,0.9984,0.073,2.6,0.4,0.39,9.3,26,10,6
NA,9.6,0.5,3.18,0.99553,0.037,NA,0.36,0.25,6.7,206,63,5
rouge,NA,0.54,3.16,0.99458,0.069,1.5,0.21,0.57,7.7,9,4,6
NA,NA,1.36,2.87,0.9969,0.148,2.2,0.18,0.755,9.2,103,10,6
NA,11.8,0.72,3.38,0.99456,0.066,NA,0.32,0.37,8.5,51,26,6
blanc,11.2,0.69,3.22,0.9904,0.044,1.1,0.28,0.19,6.6,100,38,6
NA,9.8,0.4,3.3,0.99215,0.028,0.7,0.29,0.21,5.3,66,11,5
NA,10,0.47,3.12,NA,0.059,10.3,0.38,0.22,7.8,99,28,6
NA,11.4,0.5,3.46,0.9917,0.037,1.5,0.4,0.2,6.3,107,35,6
NA,9.9,0.45,3.13,0.9945,0.034,4.7,0.49,0.29,6.7,156,35,6
rouge,NA,0.64,3.39,0.9966,0.062,1.9,0.26,0.49,7.7,31,9,5
NA,13.4,0.59,3.22,0.99014,0.069,4.3,0.29,0.53,6.7,114,20,6
NA,9.2,1.17,3,0.99623,0.415,1.7,0.51,0.78,8.7,66,12,5
NA,11.8,0.46,3.24,0.9921,0.038,5.1,0.34,0.24,6.8,99,31,6
NA,9.7,0.62,3.48,NA,0.051,8.4,0.3,0.34,7.2,167,40,5
NA,10.3,0.72,3.28,NA,0.039,14.2,0.41,0.18,6.5,129,47,7
NA,12.9,0.53,3.47,NA,0.055,1.65,0,0.69,6.4,12,7,6
rouge,12.3,0.51,3.01,0.99316,0.05,8.3,0.68,0.3,7.9,278,37.5,7
NA,9.5,0.47,3.33,0.9961,0.08,2,0.21,0.38,7.3,35,7,5
NA,9.2,0.42,3.15,NA,0.046,17.3,0.25,0.23,6.5,110,15,6
NA,11.2,0.55,3.17,NA,0.041,5.8,0.32,0.22,6.9,119,20,6
blanc,11,0.3,2.97,0.99326,0.044,9.1,0.38,0.22,6.4,127,35,7
NA,11,0.53,3.28,0.9929,0.025,NA,0.29,0.26,6.7,74,26,6
NA,NA,0.47,3.18,0.99178,0.054,1.6,0.35,0.28,7.3,148,31,5
NA,10.8,0.59,3.41,0.9962,0.06,NA,0.06,0.59,6.8,18,11,7
blanc,NA,0.67,3.4,0.9906,0.024,2.6,0.27,0.34,6.1,105,20,7
NA,NA,0.57,3.3,0.9962,0.178,1.7,0.09,1.07,7.3,89,10,5
NA,8.9,0.75,3.22,0.99976,0.044,13.7,0.34,0.25,7.8,184,66,5
NA,9.7,0.36,2.86,0.9954,0.042,NA,0.22,0.24,7.4,81,26,6
blanc,10.6,0.43,3.59,NA,0.038,5.7,0.28,0.13,6,189.5,56,7
rouge,10.4,0.61,3.53,0.99636,0.078,NA,0.14,0.5,7,23,10,5
NA,11.7,0.69,3.39,1.03898,0.074,65.8,0.6,0.965,7.8,160,8,6
NA,10.9,0.45,3.11,NA,0.039,10.2,0.28,0.18,6.7,115,29,7
NA,12.5,0.41,3.25,0.99076,0.031,6.2,0.37,0.34,5.2,133,42,6
NA,9.8,0.45,3.25,0.99164,0.038,1,0.33,0.12,5.5,131,23,5
NA,11.9,0.43,3.19,0.99,0.036,1.9,0.39,0.23,6.5,98,41,7
NA,11.8,0.33,3.1,0.99058,0.035,NA,0.27,0.27,5.9,97,14,7
rouge,9.5,0.58,3.25,0.9969,0.113,1.6,0.52,0.29,8.7,37,12,5
blanc,9.9,0.59,3.12,NA,0.045,8.8,0.3,0.41,6.8,131,28,5
NA,9.9,0.51,3.21,0.99498,0.048,8,0.27,0.28,6.1,162,41,5
NA,11.7,0.38,2.96,0.99314,0.028,NA,0.27,0.3,6.8,97,22,6
NA,NA,0.49,3.36,0.99021,0.037,1.5,0.23,0.2,5.9,93,38,6
NA,10.2,0.45,3.13,0.99207,0.041,1.7,0.28,0.18,6.6,161,53,6
blanc,9.2,0.34,3.21,0.9958,0.045,8.3,0.32,0.16,7,126,38,5
NA,9,0.47,3.12,NA,0.044,8.3,0.37,0.29,7.3,227,45,5
NA,11.4,0.38,3.08,0.99128,0.043,1,0.37,0.25,7.8,80,10,5
NA,NA,0.5,3.09,0.9962,0.043,11.9,0.34,0.21,7.2,213,37,6
blanc,9.9,0.56,3.11,NA,0.048,12.4,0.23,0.29,6.2,201,33,6
NA,NA,0.58,2.96,0.9971,0.071,10.2,0.2,0.655,7.3,212,28,6
NA,9,0.39,3.08,NA,0.034,6.8,0.16,0.29,6.9,212,65,6
NA,NA,0.38,3.15,0.9899,0.033,2.8,0.33,0.22,7.1,153,48,7
blanc,9.1,0.53,3.05,0.99884,0.05,13.1,0.31,0.24,7.5,180,26,6
NA,9.4,0.6,3.35,0.99565,0.087,2,0.04,0.975,7,67,12,4
NA,11.4,0.71,3.16,0.993,0.05,1.7,0.41,0.28,6.9,136,10,6
NA,9.4,0.54,3.37,0.9934,0.046,1.2,0.27,0.33,6.3,175,34,6
rouge,10.1,0.54,3.29,0.99546,0.076,2,0.13,0.695,7.2,20,12,5
blanc,9.6,0.44,3.5,NA,0.057,6.3,0.28,0.12,7,103,17,5
blanc,NA,0.5,3.13,0.99014,0.026,2.5,0.33,0.24,6,85,31,7
NA,12.5,0.67,3.58,0.99467,0.075,NA,0.2,0.58,6,50,15,6
NA,10.4,0.37,3.25,NA,0.037,14.9,0.3,0.34,7.4,169,70,6
NA,12.4,0.34,3.21,0.9918,0.048,NA,0.5,0.24,9,107,26,6
rouge,10,0.5,3.22,0.99787,0.094,4,0.19,0.61,8.8,69,30,6
blanc,NA,0.57,3.31,0.9924,0.046,2.7,0.56,0.3,6.1,184,46,6
blanc,9.9,0.51,3.16,NA,0.051,12.4,0.28,0.35,6.5,213,86,6
blanc,9.6,0.5,3.27,NA,0.056,15.3,0.35,0.28,7.7,117,31,5
NA,NA,0.58,3.37,0.99612,0.094,2.4,0.22,0.64,8,33,5,5
NA,12.6,0.58,3.16,0.99148,0.037,6.5,0.28,0.4,7.3,97,26,7
NA,11.1,0.49,3.1,0.9923,0.037,2.6,0.34,0.19,7.5,125,33,7
blanc,9.9,0.41,3.2,0.9949,0.057,6.8,0.24,0.41,7.3,163,41,6
NA,9.6,0.44,3.02,NA,0.096,4.5,0.19,0.22,6.5,115,16,5
NA,11.7,0.84,3.26,0.99516,0.063,2.05,0.33,0.29,9.1,27,13,7
NA,9.7,0.36,3.13,0.99297,0.049,1.1,0.17,0.35,7,119,7,6
NA,9,0.48,2.95,0.99778,0.038,NA,0.8,0.21,7.4,183,77,5
rouge,11.0666666666667,0.68,3.32,0.99566,0.072,2.2,0.02,0.67,7.3,92,31,6
NA,NA,0.78,3.2,0.9994,0.077,2.2,0.59,0.32,10,15,3,5
NA,9.9,0.61,3.12,0.9954,0.04,NA,0.41,0.24,6.7,166,49,6
NA,9.2,0.56,3.1,0.9983,0.092,2.8,0.23,0.46,9,104,28,5
NA,12.6,0.59,3.3,0.9903,0.029,NA,0.15,0.37,7.2,87,27,7
NA,10,0.65,3.3,NA,0.062,2.1,0.32,0.48,7.3,54,31,7
blanc,9.2,0.51,3.14,0.99804,0.057,15.8,0.44,0.25,6.2,167,39,5
NA,NA,0.6,3.54,0.9958,0.086,3.1,0.1,1.115,7.5,12,5,4
blanc,10.4,0.7,3.19,NA,0.046,7,0.54,0.25,6.2,176,58,5
NA,10.2,0.64,3.18,NA,0.053,16.1,0.39,0.23,6.8,194,71,6
NA,10.8,0.52,3.44,NA,0.043,1.6,0.33,0.19,6.9,149,63,5
NA,9.7,0.57,3.34,0.9944,0.045,7,0.07,0.59,5.4,147,36,6
rouge,9.6,0.54,3.13,0.9972,0.06,3.3,0.45,0.26,10.8,49,20,5
blanc,NA,0.56,3.02,0.99523,0.038,11.7,0.26,0.21,6.8,152,61,7
NA,11.5,0.57,3.14,0.9948,0.062,1.7,0.39,0.3,9.8,9,3,7
NA,NA,0.64,3.06,0.998,0.042,13.1,0.7,0.4,8.4,197,29,5
NA,12.5,0.45,3.25,NA,0.024,7,0.33,0.48,7.6,130,14,7
NA,11,0.37,3.03,NA,0.045,7.6,0.34,0.43,6,118,25,6
NA,9.2,0.54,3.39,0.9983,0.083,2.5,0.54,0.24,8.8,57,25,5
rouge,11.8,0.57,3.41,0.99371,0.064,2.1,0.01,0.715,7.7,43,31,6
blanc,9.3,0.43,3.22,0.9961,0.053,8,0.25,0.27,6.7,202,54,5
NA,10,0.48,3.23,0.9942,0.061,NA,0.49,0.18,8,145,10,5
blanc,10,0.54,3.36,NA,0.054,6.3,0.24,0.19,7.3,231,34,6
NA,10.5,0.31,2.95,NA,0.045,1.4,0.42,0.18,7.1,157,47,6
rouge,NA,0.62,3.71,0.9953,0.09,2.3,0.26,0.49,5.2,74,23,6
blanc,NA,0.32,3.03,0.9919,0.027,3.2,0.49,0.26,7.8,87,28,7
NA,11,0.5,3.02,0.99091,0.049,1.4,0.34,0.21,6.7,112,36,6
NA,NA,0.47,3.05,0.9982,0.048,14.5,0.35,0.21,7.2,178,35,6
NA,8.7,0.44,2.9,0.99825,0.056,13.7,0.3,0.16,7.4,168,33,7
rouge,NA,0.56,3.51,0.9978,0.076,1.9,0,0.7,7.4,34,11,5
NA,13.3,0.39,3.11,0.98916,0.041,NA,0.4,0.33,6.6,86,35,7
NA,11.6,0.38,2.9,0.9938,0.043,6.6,0.48,0.31,9,73,11,5
NA,9.7,0.55,2.93,NA,0.034,11.1,0.38,0.23,11.8,123,15,3
NA,11.2,0.6,3.29,0.9965,0.056,8.2,0.49,0.42,7.9,164,32,7
NA,NA,0.6,3.26,0.9922,0.039,2,0.37,0.17,6.7,125,34,7
NA,9.4,0.52,3.44,0.997,0.083,2.1,0.3,0.41,7.2,72,35,5
rouge,10,0.73,3.19,0.998,0.092,2.8,0.24,0.43,9.4,45,14,6
NA,9.7,0.76,3.43,0.9979,0.09,2.4,0.07,0.63,7.4,37,11,6
NA,10.3,0.57,3.33,0.99719,0.114,2.1,0.54,0.58,7.2,9,3,4
NA,10.9,0.83,3.2,0.99478,0.044,NA,0.4,0.39,9,50,25,6
NA,8.9,0.53,3.06,0.998,0.053,NA,0.31,0.18,7.8,140,46,6
NA,NA,0.46,3.2,0.9985,0.05,13.7,0.23,0.32,7.3,197,49,5
NA,8.5,0.61,2.98,1.00038,0.054,18,0.48,0.18,6.5,183,56,6
NA,8.8,0.43,3.23,NA,0.039,17.2,0.36,0.23,6.2,130,37,6
blanc,11.4,0.37,3.05,NA,0.034,9.25,0.26,0.21,8.5,142,73,6
NA,11,0.49,3.13,0.99388,0.037,NA,0.35,0.2,7,103,31,6
blanc,10.8,0.49,3.08,NA,0.029,6.3,0.31,0.22,6.9,131,41,6
NA,11.1,0.45,3.27,NA,0.049,7.4,0.27,0.31,6.4,169,48,6
NA,9,0.82,2.98,NA,0.052,17.8,0.57,0.49,8.7,243,34,5
NA,10.8,0.56,3.1,0.99365,0.047,2.7,0.28,0.17,8.6,150,38,6
NA,NA,0.59,3.33,0.99582,0.034,8.6,0.24,0.24,6.6,135,25,6
NA,11.2,0.45,3.09,NA,0.05,1.2,0.35,0.27,7.8,140,36,5
NA,11.5,0.35,3.35,0.9899,0.022,1.4,0.32,0.29,5.9,47,17,6
NA,12.1,0.96,3.49,0.9974,0.077,2.9,0.25,0.51,7.9,45,21,6
blanc,9.9,0.52,3.06,NA,0.056,7.1,0.4,0.19,7.5,110,50,6
NA,9.4,0.56,3.31,NA,0.061,9.2,0.36,0.38,6.6,214,42,5
NA,NA,0.42,3.03,0.9995,0.048,16.95,0.37,0.2,7.4,190,43,6
NA,NA,0.44,3.19,0.9976,0.044,11.8,0.51,0.37,6.8,163,62,5
blanc,10.7,0.38,3.26,0.99184,0.037,1.3,0.13,0.32,5.5,156,45,5
NA,9.8,0.6,3.11,NA,0.053,11.8,0.26,0.27,7.4,173,55,5
blanc,NA,0.5,2.93,1.001,0.048,22,0.4,0.28,6.8,167,48,5
blanc,8.8,0.49,3.1,0.998,0.05,NA,0.24,0.32,7.1,204,52,5
NA,9.5,0.55,3.07,0.9925,0.061,1.3,0.17,0.23,6.7,100,14,5
NA,10.2,0.78,3.24,NA,0.044,12.9,0.41,0.15,6.8,183,79.5,6
blanc,NA,0.7,3.34,0.991,0.028,1.9,0.33,0.08,6.5,93,23,7
NA,11,0.6,3.22,NA,0.048,6.2,0.32,0.27,6.1,161,47,6
blanc,12.2,0.43,3.28,0.9908,0.036,2.1,0.39,0.25,7.1,124,30,8
NA,NA,0.5,2.9,0.99184,0.026,1.1,0.48,0.19,8.5,58,23,6
blanc,9.4,0.53,3.02,0.99373,0.042,NA,0.21,0.34,6.1,133,17,5
blanc,10,0.71,3.69,NA,0.063,4.8,0.28,0.27,6,201,31,5
NA,11.5,0.71,3.37,0.9989,0.083,3.2,0.39,0.66,9.8,59,21,7
NA,9,0.55,3.08,0.9929,0.042,1.8,0.25,0.28,6,108,8,5
NA,12.8,0.65,3,0.9958,0.078,2.3,0.69,0.37,11.9,24,12,6
NA,10.1,0.34,3.16,0.99364,0.045,6.6,0.19,0.27,6.5,175,98,6
blanc,10.3,0.7,3.26,0.99688,0.052,12.6,0.44,0.15,6.5,158,65,7
NA,11.4,0.27,3.22,0.9939,0.032,NA,0.4,0.2,6.9,176,51,5
NA,9.4,2,2.74,0.9996,0.61,3.4,1,0.52,9.2,69,32,4
NA,NA,0.5,3.18,0.99153,0.041,2.6,0.37,0.19,6.1,99,24,6
blanc,12,0.65,3.22,0.99008,0.039,1.5,0.33,0.2,6.5,110,36,6
NA,10.9,0.42,3.07,0.99414,0.037,9.9,0.3,0.39,7.1,124,29,6
NA,NA,0.54,3.44,0.99538,0.082,2.7,0.4,0.43,7.6,11,6,6
blanc,NA,0.42,3.17,0.99528,0.185,6.7,0.36,0.36,6.5,151,51.5,5
NA,NA,0.42,3.19,0.99362,0.066,6.2,0.46,0.22,5.2,187,41,5
NA,NA,0.5,3.08,0.99824,0.061,16,0.22,0.305,6.3,141,26,5
NA,10.8,0.52,3.41,0.99518,0.081,2.8,0,0.57,6.9,41,21,5
